SCHOOL_YEAR_ID,TEST_PERIOD,IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,GRADE_CODE,Tested,Proficient,Proficient %,subject,CORP,NAME,COUNTY_NAME,treated
2011,Spring ISTEP+,9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,05,19,12,0.63157894736,Math,NA,NA,NA,NA
2011,Spring ISTEP+,9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,07,13,9,0.6923076923,Math,NA,NA,NA,NA
2011,Spring ISTEP+,9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,03,14,10,0.71428571428,Math,NA,NA,NA,NA
2011,Spring ISTEP+,9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,06,15,10,0.66666666666,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4713,Springfield Elementary School,04,57,43,0.75438596491,Math,4925,Springfield Elementary School,LaPorte,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4713,Springfield Elementary School,03,44,40,0.90909090909,Math,4925,Springfield Elementary School,LaPorte,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4713,Springfield Elementary School,05,46,42,0.9130434782600002,Math,4925,Springfield Elementary School,LaPorte,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4715,Elston Middle School,07,184,113,0.61413043478,Math,4925,Elston Middle School,LaPorte,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4715,Elston Middle School,06,204,136,0.66666666666,Math,4925,Elston Middle School,LaPorte,NA
2011,Spring ISTEP+,4925,Michigan City Area Schools,4715,Elston Middle School,08,213,121,0.56807511737,Math,4925,Elston Middle School,LaPorte,NA
